El municipio en cifras
Parados por grupos de edad
Año;Periodos;Menos de 25 años;Entre 25 y 44 años;Más de 44 años;
2025;Marzo;710;3.119;4.343;
2025;Abril;674;3.066;4.298;
2025;Mayo;647;2.903;4.227;
2025;Junio;608;2.790;4.115;
2025;Julio;582;2.787;4.084;
2025;Agosto;592;2.832;4.094;
2025;Septiembre;634;2.812;4.047;
2025;Octubre;690;2.821;4.066;
2025;Noviembre;650;2.803;4.065;
2025;Diciembre;617;2.765;4.073;
2026;Enero;629;2.880;4.087;
2026;Febrero;691;2.923;4.137;
