El municipio en cifras
Parados por grupos de edad
Año;Periodos;Menos de 25 años;Entre 25 y 44 años;Más de 44 años;
2020;Enero;174;1.628;2.316;
2020;Febrero;162;1.655;2.280;
2020;Marzo;155;1.719;2.325;
2020;Abril;184;2.024;2.462;
2020;Mayo;218;2.173;2.513;
2020;Junio;187;2.218;2.515;
2020;Julio;204;2.227;2.551;
2020;Agosto;214;2.259;2.586;
2020;Septiembre;240;2.175;2.561;
2020;Octubre;254;2.152;2.552;
2020;Noviembre;245;2.080;2.565;
2020;Diciembre;244;2.068;2.563;
2021;Enero;237;2.133;2.641;
2021;Febrero;261;2.110;2.654;
2021;Marzo;271;2.063;2.638;
2021;Abril;264;2.055;2.666;
2021;Mayo;227;1.957;2.672;
2021;Junio;224;1.929;2.646;
2021;Julio;225;1.973;2.654;
2021;Agosto;230;1.985;2.658;
2021;Septiembre;222;1.895;2.628;
2021;Octubre;209;1.771;2.561;
2021;Noviembre;199;1.732;2.507;
2021;Diciembre;148;1.558;2.416;
2022;Enero;133;1.507;2.423;
2022;Febrero;121;1.365;2.314;
2022;Marzo;134;1.322;2.305;
2022;Abril;129;1.280;2.272;
2022;Mayo;97;1.142;2.183;
2022;Junio;104;1.131;2.148;
2022;Julio;91;1.188;2.174;
2022;Agosto;91;1.188;2.174;
2022;Septiembre;121;1.216;2.156;
2022;Octubre;122;1.196;2.156;
2022;Noviembre;114;1.141;2.110;
2022;Diciembre;100;1.106;2.087;
2023;Enero;99;1.176;2.109;
2023;Febrero;109;1.162;2.150;
2023;Marzo;118;1.143;2.139;
2023;Abril;91;1.124;2.048;
2023;Mayo;88;1.107;2.040;
2023;Junio;97;1.108;2.007;
2023;Julio;103;1.186;2.019;
2023;Agosto;114;1.237;2.019;
2023;Septiembre;122;1.139;2.010;
2023;Octubre;133;1.088;1.997;
2023;Noviembre;127;1.115;1.981;
2023;Diciembre;120;1.117;1.957;
2024;Enero;135;1.183;1.949;
2024;Febrero;143;1.155;1.912;
2024;Marzo;137;1.128;1.933;
2024;Abril;116;1.107;1.902;
2024;Mayo;114;1.068;1.870;
2024;Junio;110;1.081;1.820;
2024;Julio;128;1.085;1.836;
2024;Agosto;139;1.097;1.882;
2024;Septiembre;136;1.089;1.869;
2024;Octubre;136;1.080;1.855;
2024;Noviembre;122;1.139;1.767;
2024;Diciembre;107;1.081;1.758;
2025;Enero;122;1.078;1.706;
2025;Febrero;135;1.139;1.745;
2025;Marzo;133;1.145;1.912;
2025;Abril;102;1.134;1.895;
2025;Mayo;88;1.095;1.853;
2025;Junio;72;1.075;1.787;
2025;Julio;84;1.135;1.822;
2025;Agosto;102;1.179;1.851;
2025;Septiembre;123;1.145;1.873;
2025;Octubre;133;1.151;1.867;
2025;Noviembre;132;1.099;1.811;
2025;Diciembre;118;1.121;1.804;
2026;Enero;120;1.133;1.855;
2026;Febrero;129;1.119;1.840;
