El municipio en cifras
Parados por grupos de edad
Año;Periodos;Menos de 25 años;Entre 25 y 44 años;Más de 44 años;
2020;Enero;366;2.815;3.644;
2020;Febrero;366;2.796;3.640;
2020;Marzo;382;2.977;3.669;
2020;Abril;466;3.773;3.973;
2020;Mayo;501;4.009;4.078;
2020;Junio;411;3.989;4.084;
2020;Julio;440;4.052;4.141;
2020;Agosto;471;4.067;4.163;
2020;Septiembre;501;3.792;4.137;
2020;Octubre;543;3.741;4.194;
2020;Noviembre;566;3.698;4.159;
2020;Diciembre;540;3.622;4.205;
2021;Enero;555;3.785;4.259;
2021;Febrero;587;3.771;4.319;
2021;Marzo;562;3.607;4.335;
2021;Abril;545;3.548;4.289;
2021;Mayo;430;3.403;4.215;
2021;Junio;437;3.297;4.133;
2021;Julio;411;3.309;4.095;
2021;Agosto;417;3.337;4.106;
2021;Septiembre;421;3.146;4.051;
2021;Octubre;396;2.955;4.014;
2021;Noviembre;368;2.855;3.953;
2021;Diciembre;298;2.662;3.772;
2022;Enero;275;2.548;3.728;
2022;Febrero;250;2.364;3.574;
2022;Marzo;248;2.290;3.528;
2022;Abril;221;2.146;3.469;
2022;Mayo;177;2.078;3.386;
2022;Junio;200;2.068;3.319;
2022;Julio;186;2.171;3.324;
2022;Agosto;186;2.171;3.324;
2022;Septiembre;219;2.203;3.328;
2022;Octubre;239;2.145;3.277;
2022;Noviembre;225;2.048;3.221;
2022;Diciembre;221;2.013;3.196;
2023;Enero;233;2.165;3.248;
2023;Febrero;279;2.162;3.282;
2023;Marzo;288;2.152;3.294;
2023;Abril;230;2.112;3.241;
2023;Mayo;212;2.044;3.213;
2023;Junio;219;2.059;3.175;
2023;Julio;229;2.108;3.176;
2023;Agosto;252;2.160;3.189;
2023;Septiembre;268;2.085;3.184;
2023;Octubre;270;2.030;3.166;
2023;Noviembre;264;2.016;3.113;
2023;Diciembre;227;2.019;3.143;
2024;Enero;257;2.126;3.208;
2024;Febrero;264;2.105;3.139;
2024;Marzo;273;2.073;3.190;
2024;Abril;244;2.001;3.141;
2024;Mayo;219;1.964;3.106;
2024;Junio;220;1.910;3.101;
2024;Julio;241;2.068;3.089;
2024;Agosto;244;2.091;3.073;
2024;Septiembre;285;2.065;3.049;
2024;Octubre;273;2.006;3.011;
2024;Noviembre;252;2.068;3.130;
2024;Diciembre;230;2.005;3.059;
2025;Enero;231;2.080;3.076;
2025;Febrero;251;2.174;3.084;
2025;Marzo;269;2.067;3.031;
2025;Abril;232;2.052;3.013;
2025;Mayo;210;1.965;2.982;
2025;Junio;200;1.927;2.944;
2025;Julio;193;2.006;2.979;
2025;Agosto;209;2.079;2.995;
2025;Septiembre;240;1.957;3.002;
2025;Octubre;251;1.947;2.996;
2025;Noviembre;253;1.932;2.954;
2025;Diciembre;217;1.946;3.010;
2026;Enero;225;1.964;3.030;
2026;Febrero;236;1.941;3.002;
